,NAME,state,county
1474,"Gates County, North Carolina",37,073
1475,"Granville County, North Carolina",37,077
1476,"Greene County, North Carolina",37,079
1477,"Halifax County, North Carolina",37,083
1478,"Harnett County, North Carolina",37,085
1479,"Henderson County, North Carolina",37,089
1480,"Hertford County, North Carolina",37,091
1481,"Hoke County, North Carolina",37,093
1482,"Iredell County, North Carolina",37,097
1483,"Jackson County, North Carolina",37,099
1484,"Denton County, Texas",48,121
1485,"DeWitt County, Texas",48,123
1486,"Dickens County, Texas",48,125
1487,"Dimmit County, Texas",48,127
1488,"Donley County, Texas",48,129
1489,"Duval County, Texas",48,131
1490,"Ector County, Texas",48,135
1491,"Edwards County, Texas",48,137
1492,"El Paso County, Texas",48,141
1493,"Erath County, Texas",48,143
1494,"Fannin County, Texas",48,147
1495,"Fayette County, Texas",48,149
1496,"Floyd County, Texas",48,153
1497,"Foard County, Texas",48,155
1498,"Franklin County, Texas",48,159
1499,"Freestone County, Texas",48,161
1500,"Gaines County, Texas",48,165
1501,"Garza County, Texas",48,169
1502,"Gillespie County, Texas",48,171
1503,"Goliad County, Texas",48,175
1504,"Gonzales County, Texas",48,177
1505,"Grayson County, Texas",48,181
1506,"Gregg County, Texas",48,183
1507,"Guadalupe County, Texas",48,187
1508,"Hale County, Texas",48,189
1509,"Hamilton County, Texas",48,193
1510,"Hansford County, Texas",48,195
1511,"Hardin County, Texas",48,199
1512,"Harris County, Texas",48,201
1513,"Hartley County, Texas",48,205
1514,"Haskell County, Texas",48,207
1515,"Hemphill County, Texas",48,211
1516,"Henderson County, Texas",48,213
1517,"Hill County, Texas",48,217
1518,"Hockley County, Texas",48,219
1519,"Hopkins County, Texas",48,223
1520,"Houston County, Texas",48,225
1521,"Hudspeth County, Texas",48,229
1522,"Hunt County, Texas",48,231
1523,"Irion County, Texas",48,235
1524,"Jack County, Texas",48,237
1525,"Jasper County, Texas",48,241
1526,"Jeff Davis County, Texas",48,243
1527,"Jim Hogg County, Texas",48,247
1528,"Jim Wells County, Texas",48,249
1529,"Jones County, Texas",48,253
1530,"Karnes County, Texas",48,255
1531,"Kaufman County, Texas",48,257
1532,"Kendall County, Texas",48,259
1533,"Kenedy County, Texas",48,261
1534,"Kent County, Texas",48,263
1535,"Kerr County, Texas",48,265
1536,"Kimble County, Texas",48,267
1537,"King County, Texas",48,269
1538,"Kinney County, Texas",48,271
1539,"Kleberg County, Texas",48,273
1540,"Knox County, Texas",48,275
1541,"Lamar County, Texas",48,277
1542,"Lamb County, Texas",48,279
1543,"Lampasas County, Texas",48,281
1544,"La Salle County, Texas",48,283
1545,"Portage County, Ohio",39,133
1546,"Richland County, Ohio",39,139
1547,"Scioto County, Ohio",39,145
1548,"Stark County, Ohio",39,151
1549,"Tuscarawas County, Ohio",39,157
1550,"Vinton County, Ohio",39,163
1551,"Cotton County, Oklahoma",40,033
1552,"Custer County, Oklahoma",40,039
1553,"Ellis County, Oklahoma",40,045
1554,"Grady County, Oklahoma",40,051
1555,"Harmon County, Oklahoma",40,057
1556,"Hughes County, Oklahoma",40,063
1557,"Johnston County, Oklahoma",40,069
1558,"Kiowa County, Oklahoma",40,075
1559,"Lincoln County, Oklahoma",40,081
1560,"McClain County, Oklahoma",40,087
1561,"Major County, Oklahoma",40,093
1562,"Murray County, Oklahoma",40,099
1563,"Nowata County, Oklahoma",40,105
1564,"Oklahoma County, Oklahoma",40,109
1565,"Ottawa County, Oklahoma",40,115
1566,"Pittsburg County, Oklahoma",40,121
1567,"Pushmataha County, Oklahoma",40,127
1568,"Seminole County, Oklahoma",40,133
1569,"Texas County, Oklahoma",40,139
1570,"Wagoner County, Oklahoma",40,145
1571,"Woods County, Oklahoma",40,151
1572,"Benton County, Oregon",41,003
1573,"Morrow County, Oregon",41,049
1574,"Polk County, Oregon",41,053
1575,"Umatilla County, Oregon",41,059
1576,"Wasco County, Oregon",41,065
1577,"Yamhill County, Oregon",41,071
1578,"Newport County, Rhode Island",44,005
1579,"Adams County, Pennsylvania",42,001
1580,"Beaver County, Pennsylvania",42,007
1581,"Blair County, Pennsylvania",42,013
1582,"Butler County, Pennsylvania",42,019
1583,"Carbon County, Pennsylvania",42,025
1584,"Clarion County, Pennsylvania",42,031
1585,"Columbia County, Pennsylvania",42,037
1586,"Dauphin County, Pennsylvania",42,043
1587,"Erie County, Pennsylvania",42,049
1588,"Franklin County, Pennsylvania",42,055
1589,"Huntingdon County, Pennsylvania",42,061
1590,"Juniata County, Pennsylvania",42,067
1591,"Lawrence County, Pennsylvania",42,073
1592,"Luzerne County, Pennsylvania",42,079
1593,"Mifflin County, Pennsylvania",42,087
1594,"Westmoreland County, Pennsylvania",42,129
1595,"Aiken County, South Carolina",45,003
1596,"Bamberg County, South Carolina",45,009
1597,"Berkeley County, South Carolina",45,015
1598,"Cherokee County, South Carolina",45,021
1599,"Clarendon County, South Carolina",45,027
1600,"Dorchester County, South Carolina",45,035
1601,"Florence County, South Carolina",45,041
1602,"Greenwood County, South Carolina",45,047
1603,"Clay County, Illinois",17,025
1604,"Coles County, Illinois",17,029
1605,"Cook County, Illinois",17,031
1606,"Cumberland County, Illinois",17,035
1607,"DeKalb County, Illinois",17,037
1608,"Douglas County, Illinois",17,041
1609,"Edgar County, Illinois",17,045
1610,"Edwards County, Illinois",17,047
1611,"Fayette County, Illinois",17,051
1612,"Ford County, Illinois",17,053
1613,"Fulton County, Illinois",17,057
1614,"Gallatin County, Illinois",17,059
1615,"Grundy County, Illinois",17,063
1616,"Hancock County, Illinois",17,067
1617,"Hardin County, Illinois",17,069
1618,"Henry County, Illinois",17,073
1619,"Iroquois County, Illinois",17,075
1620,"Jasper County, Illinois",17,079
1621,"Jefferson County, Illinois",17,081
1622,"Jersey County, Illinois",17,083
1623,"Jo Daviess County, Illinois",17,085
1624,"Johnson County, Illinois",17,087
1625,"Kane County, Illinois",17,089
1626,"Kankakee County, Illinois",17,091
1627,"Kendall County, Illinois",17,093
1628,"Knox County, Illinois",17,095
1629,"Lake County, Illinois",17,097
1630,"LaSalle County, Illinois",17,099
1631,"Lawrence County, Illinois",17,101
1632,"Lee County, Illinois",17,103
1633,"Livingston County, Illinois",17,105
1634,"Logan County, Illinois",17,107
1635,"McDonough County, Illinois",17,109
1636,"McHenry County, Illinois",17,111
1637,"McLean County, Illinois",17,113
1638,"Macon County, Illinois",17,115
1639,"Macoupin County, Illinois",17,117
1640,"Madison County, Illinois",17,119
1641,"Marshall County, Illinois",17,123
1642,"Mason County, Illinois",17,125
1643,"Menard County, Illinois",17,129
1644,"Mercer County, Illinois",17,131
1645,"Montgomery County, Illinois",17,135
1646,"Morgan County, Illinois",17,137
1647,"Ogle County, Illinois",17,141
1648,"Perry County, Illinois",17,145
1649,"Piatt County, Illinois",17,147
1650,"Pope County, Illinois",17,151
1651,"Pulaski County, Illinois",17,153
1652,"Randolph County, Illinois",17,157
1653,"Richland County, Illinois",17,159
1654,"St. Clair County, Illinois",17,163
1655,"Sangamon County, Illinois",17,167
1656,"Schuyler County, Illinois",17,169
1657,"Shelby County, Illinois",17,173
1658,"Stark County, Illinois",17,175
1659,"Tazewell County, Illinois",17,179
1660,"Union County, Illinois",17,181
1661,"Wabash County, Illinois",17,185
1662,"Jones County, North Carolina",37,103
1663,"Lee County, North Carolina",37,105
1664,"Lincoln County, North Carolina",37,109
1665,"McDowell County, North Carolina",37,111
1666,"Madison County, North Carolina",37,115
1667,"Martin County, North Carolina",37,117
1668,"Mitchell County, North Carolina",37,121
1669,"Montgomery County, North Carolina",37,123
1670,"Moore County, North Carolina",37,125
1671,"Nash County, North Carolina",37,127
1672,"New Hanover County, North Carolina",37,129
1673,"Northampton County, North Carolina",37,131
1674,"Onslow County, North Carolina",37,133
1675,"Orange County, North Carolina",37,135
1676,"Pamlico County, North Carolina",37,137
1677,"Pasquotank County, North Carolina",37,139
1678,"Pender County, North Carolina",37,141
1679,"Perquimans County, North Carolina",37,143
1680,"Person County, North Carolina",37,145
1681,"Pitt County, North Carolina",37,147
1682,"Polk County, North Carolina",37,149
1683,"Randolph County, North Carolina",37,151
1684,"Richmond County, North Carolina",37,153
1685,"Robeson County, North Carolina",37,155
1686,"Rockingham County, North Carolina",37,157
1687,"Rowan County, North Carolina",37,159
1688,"Rutherford County, North Carolina",37,161
1689,"Sampson County, North Carolina",37,163
1690,"Scotland County, North Carolina",37,165
1691,"Stokes County, North Carolina",37,169
1692,"Surry County, North Carolina",37,171
1693,"Transylvania County, North Carolina",37,175
1694,"Tyrrell County, North Carolina",37,177
1695,"Vance County, North Carolina",37,181
1696,"Wake County, North Carolina",37,183
1697,"Washington County, North Carolina",37,187
1698,"Watauga County, North Carolina",37,189
1699,"Wilkes County, North Carolina",37,193
1700,"Wilson County, North Carolina",37,195
1701,"Yancey County, North Carolina",37,199
1702,"Atlantic County, New Jersey",34,001
1703,"Burlington County, New Jersey",34,005
1704,"Camden County, New Jersey",34,007
1705,"Cumberland County, New Jersey",34,011
1706,"Essex County, New Jersey",34,013
1707,"Hudson County, New Jersey",34,017
1708,"Hunterdon County, New Jersey",34,019
1709,"Middlesex County, New Jersey",34,023
1710,"Monmouth County, New Jersey",34,025
1711,"Ocean County, New Jersey",34,029
1712,"Passaic County, New Jersey",34,031
1713,"Somerset County, New Jersey",34,035
1714,"Sussex County, New Jersey",34,037
1715,"Warren County, New Jersey",34,041
1716,"Adams County, Indiana",18,001
1717,"Bartholomew County, Indiana",18,005
1718,"Benton County, Indiana",18,007
1719,"Lee County, Texas",48,287
1720,"Leon County, Texas",48,289
1721,"Liberty County, Texas",48,291
1722,"Limestone County, Texas",48,293
1723,"Lipscomb County, Texas",48,295
1724,"Live Oak County, Texas",48,297
1725,"Llano County, Texas",48,299
1726,"Lubbock County, Texas",48,303
1727,"McCulloch County, Texas",48,307
1728,"McLennan County, Texas",48,309
1729,"Madison County, Texas",48,313
1730,"Marion County, Texas",48,315
1731,"Mason County, Texas",48,319
1732,"Matagorda County, Texas",48,321
1733,"Medina County, Texas",48,325
1734,"Menard County, Texas",48,327
1735,"Milam County, Texas",48,331
1736,"Mills County, Texas",48,333
1737,"Montague County, Texas",48,337
1738,"Montgomery County, Texas",48,339
1739,"Morris County, Texas",48,343
1740,"Motley County, Texas",48,345
1741,"Navarro County, Texas",48,349
1742,"Newton County, Texas",48,351
1743,"Nueces County, Texas",48,355
1744,"Ochiltree County, Texas",48,357
1745,"Orange County, Texas",48,361
1746,"Palo Pinto County, Texas",48,363
1747,"Parker County, Texas",48,367
1748,"Parmer County, Texas",48,369
1749,"Polk County, Texas",48,373
1750,"Potter County, Texas",48,375
1751,"Rains County, Texas",48,379
1752,"Randall County, Texas",48,381
1753,"Real County, Texas",48,385
1754,"Red River County, Texas",48,387
1755,"Refugio County, Texas",48,391
1756,"Roberts County, Texas",48,393
1757,"Rockwall County, Texas",48,397
1758,"Runnels County, Texas",48,399
1759,"Sabine County, Texas",48,403
1760,"San Augustine County, Texas",48,405
1761,"San Patricio County, Texas",48,409
1762,"San Saba County, Texas",48,411
1763,"Scurry County, Texas",48,415
1764,"Shackelford County, Texas",48,417
1765,"Sherman County, Texas",48,421
1766,"Smith County, Texas",48,423
1767,"Lavaca County, Texas",48,285
1768,"Somervell County, Texas",48,425
1769,"Starr County, Texas",48,427
1770,"Stephens County, Texas",48,429
1771,"Sterling County, Texas",48,431
1772,"Stonewall County, Texas",48,433
1773,"Sutton County, Texas",48,435
1774,"Swisher County, Texas",48,437
1775,"Tarrant County, Texas",48,439
1776,"Taylor County, Texas",48,441
1777,"Terrell County, Texas",48,443
1778,"Terry County, Texas",48,445
1779,"Throckmorton County, Texas",48,447
1780,"Jasper County, South Carolina",45,053
1781,"Lee County, South Carolina",45,061
1782,"Marion County, South Carolina",45,067
1783,"Oconee County, South Carolina",45,073
1784,"Richland County, South Carolina",45,079
1785,"Sumter County, South Carolina",45,085
1786,"Aurora County, South Dakota",46,003
1787,"Bon Homme County, South Dakota",46,009
1788,"Brule County, South Dakota",46,015
1789,"Hanson County, South Dakota",46,061
1790,"Hutchinson County, South Dakota",46,067
1791,"Jerauld County, South Dakota",46,073
1792,"Lawrence County, South Dakota",46,081
1793,"McCook County, South Dakota",46,087
1794,"Meade County, South Dakota",46,093
1795,"Minnehaha County, South Dakota",46,099
1796,"Pennington County, South Dakota",46,103
1797,"Sanborn County, South Dakota",46,111
1798,"Sully County, South Dakota",46,119
1799,"Turner County, South Dakota",46,125
1800,"Yankton County, South Dakota",46,135
1801,"Bedford County, Tennessee",47,003
1802,"Blount County, Tennessee",47,009
1803,"Cannon County, Tennessee",47,015
1804,"Cheatham County, Tennessee",47,021
1805,"Clay County, Tennessee",47,027
1806,"Crockett County, Tennessee",47,033
1807,"Decatur County, Tennessee",47,039
1808,"Jackson County, Tennessee",47,087
1809,"Knox County, Tennessee",47,093
1810,"Lawrence County, Tennessee",47,099
1811,"Loudon County, Tennessee",47,105
1812,"Macon County, Tennessee",47,111
1813,"Marshall County, Tennessee",47,117
1814,"Monroe County, Tennessee",47,123
1815,"Morgan County, Tennessee",47,129
1816,"Perry County, Tennessee",47,135
1817,"Putnam County, Tennessee",47,141
1818,"Robertson County, Tennessee",47,147
1819,"Sevier County, Tennessee",47,155
1820,"Stewart County, Tennessee",47,161
1821,"Tipton County, Tennessee",47,167
1822,"Union County, Tennessee",47,173
1823,"Washington County, Tennessee",47,179
1824,"White County, Tennessee",47,185
1825,"Beaver County, Utah",49,001
1826,"Carbon County, Utah",49,007
1827,"Duchesne County, Utah",49,013
1828,"Addison County, Vermont",50,001
1829,"Chittenden County, Vermont",50,007
1830,"Grand Isle County, Vermont",50,013
1831,"Orleans County, Vermont",50,019
1832,"Windham County, Vermont",50,025
1833,"Albemarle County, Virginia",51,003
1834,"Amherst County, Virginia",51,009
1835,"Augusta County, Virginia",51,015
1836,"Bland County, Virginia",51,021
1837,"Buchanan County, Virginia",51,027
1838,"Warren County, Illinois",17,187
1839,"Wayne County, Illinois",17,191
1840,"Whiteside County, Illinois",17,195
1841,"Will County, Illinois",17,197
1842,"Winnebago County, Illinois",17,201
1843,"Woodford County, Illinois",17,203
1844,"Adams County, Iowa",19,003
1845,"Allamakee County, Iowa",19,005
1846,"Audubon County, Iowa",19,009
1847,"Black Hawk County, Iowa",19,013
1848,"Boone County, Iowa",19,015
1849,"Buchanan County, Iowa",19,019
1850,"Butler County, Iowa",19,023
1851,"Calhoun County, Iowa",19,025
1852,"Cass County, Iowa",19,029
1853,"Cedar County, Iowa",19,031
1854,"Cherokee County, Iowa",19,035
1855,"Chickasaw County, Iowa",19,037
1856,"Clay County, Iowa",19,041
1857,"Clinton County, Iowa",19,045
1858,"Crawford County, Iowa",19,047
1859,"Davis County, Iowa",19,051
1860,"Decatur County, Iowa",19,053
1861,"Des Moines County, Iowa",19,057
1862,"Dickinson County, Iowa",19,059
1863,"Dubuque County, Iowa",19,061
1864,"Emmet County, Iowa",19,063
1865,"Fayette County, Iowa",19,065
1866,"Floyd County, Iowa",19,067
1867,"Franklin County, Iowa",19,069
1868,"Fremont County, Iowa",19,071
1869,"Greene County, Iowa",19,073
1870,"Grundy County, Iowa",19,075
1871,"Guthrie County, Iowa",19,077
1872,"Hamilton County, Iowa",19,079
1873,"Hancock County, Iowa",19,081
1874,"Hardin County, Iowa",19,083
1875,"Harrison County, Iowa",19,085
1876,"Henry County, Iowa",19,087
1877,"Howard County, Iowa",19,089
1878,"Humboldt County, Iowa",19,091
1879,"Ida County, Iowa",19,093
1880,"Iowa County, Iowa",19,095
1881,"Jackson County, Iowa",19,097
1882,"Jefferson County, Iowa",19,101
1883,"Johnson County, Iowa",19,103
1884,"Keokuk County, Iowa",19,107
1885,"Lee County, Iowa",19,111
1886,"Linn County, Iowa",19,113
1887,"Lucas County, Iowa",19,117
1888,"Lyon County, Iowa",19,119
1889,"Mahaska County, Iowa",19,123
1890,"Marshall County, Iowa",19,127
1891,"Mills County, Iowa",19,129
1892,"Monona County, Iowa",19,133
1893,"Monroe County, Iowa",19,135
1894,"Muscatine County, Iowa",19,139
1895,"Osceola County, Iowa",19,143
1896,"Page County, Iowa",19,145
1897,"Plymouth County, Iowa",19,149
1898,"Pocahontas County, Iowa",19,151
1899,"Boone County, Indiana",18,011
1900,"Brown County, Indiana",18,013
1901,"Cass County, Indiana",18,017
1902,"Clark County, Indiana",18,019
1903,"Clinton County, Indiana",18,023
1904,"Crawford County, Indiana",18,025
1905,"Dearborn County, Indiana",18,029
1906,"Decatur County, Indiana",18,031
1907,"Delaware County, Indiana",18,035
1908,"Dubois County, Indiana",18,037
1909,"Fayette County, Indiana",18,041
1910,"Floyd County, Indiana",18,043
1911,"Fountain County, Indiana",18,045
1912,"Franklin County, Indiana",18,047
1913,"Fulton County, Indiana",18,049
1914,"Gibson County, Indiana",18,051
1915,"Grant County, Indiana",18,053
1916,"Greene County, Indiana",18,055
1917,"Hamilton County, Indiana",18,057
1918,"Hancock County, Indiana",18,059
1919,"Harrison County, Indiana",18,061
1920,"Hendricks County, Indiana",18,063
1921,"Henry County, Indiana",18,065
1922,"Howard County, Indiana",18,067
1923,"Huntington County, Indiana",18,069
1924,"Jackson County, Indiana",18,071
1925,"Jasper County, Indiana",18,073
1926,"Jay County, Indiana",18,075
1927,"Jefferson County, Indiana",18,077
1928,"Jennings County, Indiana",18,079
1929,"Johnson County, Indiana",18,081
1930,"Knox County, Indiana",18,083
1931,"LaGrange County, Indiana",18,087
1932,"Lake County, Indiana",18,089
1933,"Lawrence County, Indiana",18,093
1934,"Madison County, Indiana",18,095
1935,"Marshall County, Indiana",18,099
1936,"Martin County, Indiana",18,101
1937,"Monroe County, Indiana",18,105
1938,"Montgomery County, Indiana",18,107
1939,"Newton County, Indiana",18,111
1940,"Noble County, Indiana",18,113
1941,"Orange County, Indiana",18,117
1942,"Owen County, Indiana",18,119
1943,"Perry County, Indiana",18,123
1944,"Pike County, Indiana",18,125
1945,"Posey County, Indiana",18,129
1946,"Pulaski County, Indiana",18,131
1947,"Randolph County, Indiana",18,135
1948,"Ripley County, Indiana",18,137
1949,"St. Joseph County, Indiana",18,141
1950,"Shelby County, Indiana",18,145
1951,"Spencer County, Indiana",18,147
1952,"Steuben County, Indiana",18,151
1953,"Sullivan County, Indiana",18,153
1954,"Tippecanoe County, Indiana",18,157
1955,"Tipton County, Indiana",18,159
1956,"Vanderburgh County, Indiana",18,163
1957,"Vermillion County, Indiana",18,165
1958,"Wabash County, Indiana",18,169
1959,"Titus County, Texas",48,449
1960,"Tom Green County, Texas",48,451
1961,"Travis County, Texas",48,453
1962,"Trinity County, Texas",48,455
1963,"Tyler County, Texas",48,457
1964,"Upshur County, Texas",48,459
1965,"Upton County, Texas",48,461
1966,"Uvalde County, Texas",48,463
1967,"Van Zandt County, Texas",48,467
1968,"Victoria County, Texas",48,469
1969,"Waller County, Texas",48,473
1970,"Ward County, Texas",48,475
1971,"Webb County, Texas",48,479
1972,"Wharton County, Texas",48,481
1973,"Wichita County, Texas",48,485
1974,"Wilbarger County, Texas",48,487
1975,"Williamson County, Texas",48,491
1976,"Wilson County, Texas",48,493
1977,"Wise County, Texas",48,497
1978,"Wood County, Texas",48,499
1979,"Young County, Texas",48,503
1980,"Zapata County, Texas",48,505
1981,"Covington County, Alabama",01,039
1982,"Dale County, Alabama",01,045
1983,"Elmore County, Alabama",01,051
1984,"Fayette County, Alabama",01,057
1985,"Geneva County, Alabama",01,061
1986,"Henry County, Alabama",01,067
1987,"Jefferson County, Alabama",01,073
1988,"Lawrence County, Alabama",01,079
1989,"Limestone County, Alabama",01,083
1990,"Madison County, Alabama",01,089
1991,"Marshall County, Alabama",01,095
1992,"Montgomery County, Alabama",01,101
1993,"Perry County, Alabama",01,105
1994,"Randolph County, Alabama",01,111
1995,"Shelby County, Alabama",01,117
1996,"Talladega County, Alabama",01,121
1997,"Walker County, Alabama",01,127
1998,"Winston County, Alabama",01,133
1999,"Amador County, California",06,005
2000,"Calaveras County, California",06,009
2001,"Del Norte County, California",06,015
2002,"Glenn County, California",06,021
2003,"Inyo County, California",06,027
2004,"Lake County, California",06,033
2005,"Los Angeles County, California",06,037
2006,"Santa Barbara County, California",06,083
2007,"Shasta County, California",06,089
2008,"Caroline County, Virginia",51,033
2009,"Chesterfield County, Virginia",51,041
2010,"Culpeper County, Virginia",51,047
2011,"Dinwiddie County, Virginia",51,053
2012,"Fauquier County, Virginia",51,061
2013,"Franklin County, Virginia",51,067
2014,"Gloucester County, Virginia",51,073
2015,"Greene County, Virginia",51,079
2016,"Hanover County, Virginia",51,085
2017,"Highland County, Virginia",51,091
2018,"Pittsylvania County, Virginia",51,143
2019,"Prince William County, Virginia",51,153
2020,"Richmond County, Virginia",51,159
2021,"Rockingham County, Virginia",51,165
2022,"Shenandoah County, Virginia",51,171
2023,"Spotsylvania County, Virginia",51,177
2024,"Sussex County, Virginia",51,183
2025,"Washington County, Virginia",51,191
2026,"Wythe County, Virginia",51,197
2027,"Bristol city, Virginia",51,520
2028,"Chesapeake city, Virginia",51,550
2029,"Emporia city, Virginia",51,595
2030,"Franklin city, Virginia",51,620
2031,"Hampton city, Virginia",51,650
2032,"Lexington city, Virginia",51,678
2033,"Manassas Park city, Virginia",51,685
2034,"Norfolk city, Virginia",51,710
2035,"Poquoson city, Virginia",51,735
2036,"Richmond city, Virginia",51,760
2037,"Jefferson County, Washington",53,031
2038,"Klickitat County, Washington",53,039
2039,"Mason County, Washington",53,045
2040,"Pend Oreille County, Washington",53,051
2041,"Skagit County, Washington",53,057
2042,"Spokane County, Washington",53,063
2043,"Wahkiakum County, Washington",53,069
2044,"Whitman County, Washington",53,075
2045,"Berkeley County, West Virginia",54,003
2046,"Brooke County, West Virginia",54,009
2047,"Doddridge County, West Virginia",54,017
2048,"Grant County, West Virginia",54,023
2049,"Hancock County, West Virginia",54,029
2050,"Jackson County, West Virginia",54,035
2051,"Lewis County, West Virginia",54,041
2052,"McDowell County, West Virginia",54,047
2053,"Mason County, West Virginia",54,053
2054,"Mingo County, West Virginia",54,059
2055,"Morgan County, West Virginia",54,065
2056,"Adams County, Wisconsin",55,001
2057,"Bayfield County, Wisconsin",55,007
2058,"Burnett County, Wisconsin",55,013
2059,"Clark County, Wisconsin",55,019
2060,"Dane County, Wisconsin",55,025
2061,"Douglas County, Wisconsin",55,031
2062,"Florence County, Wisconsin",55,037
2063,"Grant County, Wisconsin",55,043
2064,"Iowa County, Wisconsin",55,049
2065,"Jefferson County, Wisconsin",55,055
2066,"Pottawattamie County, Iowa",19,155
2067,"Ringgold County, Iowa",19,159
2068,"Sac County, Iowa",19,161
2069,"Shelby County, Iowa",19,165
2070,"Sioux County, Iowa",19,167
2071,"Tama County, Iowa",19,171
2072,"Union County, Iowa",19,175
2073,"Van Buren County, Iowa",19,177
2074,"Warren County, Iowa",19,181
2075,"Washington County, Iowa",19,183
2076,"Webster County, Iowa",19,187
2077,"Winneshiek County, Iowa",19,191
2078,"Woodbury County, Iowa",19,193
2079,"Wright County, Iowa",19,197
2080,"Allegany County, Maryland",24,001
2081,"Baltimore County, Maryland",24,005
2082,"Caroline County, Maryland",24,011
2083,"Carroll County, Maryland",24,013
2084,"Charles County, Maryland",24,017
2085,"Dorchester County, Maryland",24,019
2086,"Garrett County, Maryland",24,023
2087,"Harford County, Maryland",24,025
2088,"Kent County, Maryland",24,029
2089,"Prince George's County, Maryland",24,033
2090,"Queen Anne's County, Maryland",24,035
2091,"Somerset County, Maryland",24,039
2092,"Talbot County, Maryland",24,041
2093,"Washington County, Maryland",24,043
2094,"Wicomico County, Maryland",24,045
2095,"Worcester County, Maryland",24,047
2096,"Baltimore city, Maryland",24,510
2097,"Alcona County, Michigan",26,001
2098,"Alger County, Michigan",26,003
2099,"Allegan County, Michigan",26,005
2100,"Alpena County, Michigan",26,007
2101,"Antrim County, Michigan",26,009
2102,"Arenac County, Michigan",26,011
2103,"Baraga County, Michigan",26,013
2104,"Barry County, Michigan",26,015
2105,"Bay County, Michigan",26,017
2106,"Benzie County, Michigan",26,019
2107,"Berrien County, Michigan",26,021
2108,"Branch County, Michigan",26,023
2109,"Calhoun County, Michigan",26,025
2110,"Cass County, Michigan",26,027
2111,"Charlevoix County, Michigan",26,029
2112,"Chippewa County, Michigan",26,033
2113,"Clare County, Michigan",26,035
2114,"Crawford County, Michigan",26,039
2115,"Delta County, Michigan",26,041
2116,"Eaton County, Michigan",26,045
2117,"Genesee County, Michigan",26,049
2118,"Gladwin County, Michigan",26,051
2119,"Grand Traverse County, Michigan",26,055
2120,"Gratiot County, Michigan",26,057
2121,"Houghton County, Michigan",26,061
2122,"Huron County, Michigan",26,063
2123,"Ionia County, Michigan",26,067
2124,"Iron County, Michigan",26,071
2125,"Warren County, Indiana",18,171
2126,"Washington County, Indiana",18,175
2127,"Wayne County, Indiana",18,177
2128,"White County, Indiana",18,181
2129,"Whitley County, Indiana",18,183
2130,"Berkshire County, Massachusetts",25,003
2131,"Bristol County, Massachusetts",25,005
2132,"Essex County, Massachusetts",25,009
2133,"Franklin County, Massachusetts",25,011
2134,"Hampshire County, Massachusetts",25,015
2135,"Middlesex County, Massachusetts",25,017
2136,"Norfolk County, Massachusetts",25,021
2137,"Plymouth County, Massachusetts",25,023
2138,"Suffolk County, Massachusetts",25,025
2139,"Worcester County, Massachusetts",25,027
2140,"Adams County, Ohio",39,001
2141,"Allen County, Ohio",39,003
2142,"Ashland County, Ohio",39,005
2143,"Ashtabula County, Ohio",39,007
2144,"Athens County, Ohio",39,009
2145,"Auglaize County, Ohio",39,011
2146,"Belmont County, Ohio",39,013
2147,"Brown County, Ohio",39,015
2148,"Butler County, Ohio",39,017
2149,"Carroll County, Ohio",39,019
2150,"Champaign County, Ohio",39,021
2151,"Clark County, Ohio",39,023
2152,"Clermont County, Ohio",39,025
2153,"Clinton County, Ohio",39,027
2154,"Columbiana County, Ohio",39,029
2155,"Coshocton County, Ohio",39,031
2156,"Crawford County, Ohio",39,033
2157,"Cuyahoga County, Ohio",39,035
2158,"Defiance County, Ohio",39,039
2159,"Delaware County, Ohio",39,041
2160,"Fairfield County, Ohio",39,045
2161,"Fayette County, Ohio",39,047
2162,"Fulton County, Ohio",39,051
2163,"Gallia County, Ohio",39,053
2164,"Greene County, Ohio",39,057
2165,"Guernsey County, Ohio",39,059
2166,"Hancock County, Ohio",39,063
2167,"Hardin County, Ohio",39,065
2168,"Henry County, Ohio",39,069
2169,"Hocking County, Ohio",39,073
2170,"Holmes County, Ohio",39,075
2171,"Jackson County, Ohio",39,079
2172,"Jefferson County, Ohio",39,081
2173,"Lake County, Ohio",39,085
2174,"Lawrence County, Ohio",39,087
2175,"Logan County, Ohio",39,091
2176,"Lorain County, Ohio",39,093
2177,"Madison County, Ohio",39,097
2178,"Marion County, Ohio",39,101
2179,"Medina County, Ohio",39,103
2180,"Mercer County, Ohio",39,107
2181,"Miami County, Ohio",39,109
2182,"Montgomery County, Ohio",39,113
2183,"Morgan County, Ohio",39,115
2184,"Muskingum County, Ohio",39,119
2185,"Siskiyou County, California",06,093
2186,"Stanislaus County, California",06,099
2187,"Trinity County, California",06,105
2188,"Ventura County, California",06,111
2189,"Arkansas County, Arkansas",05,001
2190,"Benton County, Arkansas",05,007
2191,"Bradley County, Arkansas",05,011
2192,"Chicot County, Arkansas",05,017
2193,"Cleburne County, Arkansas",05,023
2194,"Conway County, Arkansas",05,029
2195,"Crawford County, Arkansas",05,033
2196,"Dallas County, Arkansas",05,039
2197,"Faulkner County, Arkansas",05,045
2198,"Garland County, Arkansas",05,051
2199,"Greene County, Arkansas",05,055
2200,"Howard County, Arkansas",05,061
2201,"Jackson County, Arkansas",05,067
2202,"Lafayette County, Arkansas",05,073
2203,"Lee County, Arkansas",05,077
